Lp.;Nazwa w≥asna;Telefon;Email;Charakter us≥ug;Kategoria obiektu;Rodzaj obiektu;Adres
1659;GRODZKA 20;815 241 102;hotel@hotelgrodzka20.pl;sta≥y;***;hotel;20-112 Lublin, Grodzka 20
1660;FARMONA BUSINESS & SPA;12 252-70-00;hotel@farmonahotel.com;sta≥y;***;hotel;30-443 KrakÛw, ul. Jugowicka 10 C
1661;PER£A;(071) 314-35-19;;sta≥y;***;hotel;56-400 Oleúnica, Sinapiusa 12
1662;hotel salve;774 373 313;info@hotelsalve.pl;sta≥y;***;hotel;48-250 G≥ogÛwek, al. Lipowa 4
1663;TROJKA;16 678 79 88;hotel@hoteltrojka.pl;sta≥y;***;hotel;37-700 Przemyúl, Lwowsja 20
1664;KARCZ”WKA;41 366-26-26, 3;recepcja@hotelkarczowka.pl;sta≥y;***;hotel;25-713 Kielce, KarczÛwkowska 64
1665;POD KAMIENIEM;14 685-24-80;biuro@hotel-lipnica.pl;sta≥y;***;hotel;32-724 Lipnica Murowana, Lipnica GÛrna 317
1666;HOTEL CESARSKI;87-732-77-70;biuro@cesarski.eu;sta≥y;***;hotel;11-500 Giøycko, Plac Grunwaldzki 8
1667;HOTEL GROMADA CENTRUM;22/582-95-43;sekretariat.centrum@gromada.pl;sta≥y;***;hotel;00-030 Warszawa, Pl. PowstaÒcÛw Warszawy 2
1668;MA£Y M£YN;091/578-65-55;hotel@malymlyn.com.pl;sta≥y;***;hotel;73-110 Stargard SzczeciÒski, GdaÒska 5
1669;Z£OTY LAS;748509771;biuro@zloty-las.pl;sta≥y;***;hotel;58-100 LubachÛw, LUBACH”W 27D
1670;"""POD KLUK•""";59 844 54 99;hotel@podkluka.pl;sta≥y;***;hotel;76-200 S≥upsk, kaszubska 22
1671;SANATORIUM S£OWACKI SPA;41378-78-79;sanatorium@slowacki.busko.com.pl;sta≥y;***;hotel;28-100 Busko-ZdrÛj, 1-go Maja 33
1672;PA£AC NA WODZIE;89-641-31-58;osada@dankow.pl;sta≥y;***;hotel;14-140 Wielimowo, 4A
1673;PA£AC KROTOSZYCE;768768300;kontakt@palackrotoszyce.pl;sta≥y;***;hotel;59-223 Krotoszyce, PARKOWA 3
1674;HOTEL WIATRACZNA;512390373;;sta≥y;***;hotel;04-081 Warszawa, Czapelska 34A
1675;QUALITY SYSTEM HOTEL KRAK”W;(0 12) 290-80-0;krakow@hotelsystem.pl;sta≥y;***;hotel;31-357 KrakÛw, ul. Josepha Conrada 35
1676;DW”R W TOMASZOWICACH;(12) 419-20-00;dwor@dwor.pl;sta≥y;***;hotel;32-085 Tomaszowice, ul. krakowska 68
1677;"""PA£AC GOD TOWO""";58 677 95 96;hotel@palacgodetowo.pl;sta≥y;***;hotel;84-218 GodÍtowo, GodÍtowo 1
1678;LISIA POLANA;502510244;info@lisiapolana.pl;sta≥y;***;hotel;05-180 PomiechÛwek, pomocnia 9
1679;PRESIDENT;510 764 779;info@presidentkock.pl;sta≥y;***;hotel;21-150 Kock, Pi≥sudskiego 19
1680;MUROWANICA;18 206-33-62;murowanica@murowanica-hotel.pl;sta≥y;***;hotel;34-500 Zakopane, ul. PrzewodnikÛw TatrzaÒskich 6
1681;IMPERIAL RESIDENCE;158326088;rezerwacje@imperialrezident.pl;sta≥y;***;hotel;27-600 Sandomierz, RÛøana 21
1682;CASTLE;746441499;;sta≥y;***;hotel;57-500 Bystrzyca K≥odzka, OKRZEI 32
1683;LECH;(14 )611-77-84;hotellech@hotel-lech.com.pl;sta≥y;***;hotel;32-744 £apczyca, Siedlec 151
1684;MERCURE WARSZAWA AIRPORT;225752801;warszawa@desilva.pl;sta≥y;***;hotel;02-210 Warszawa, al. krakowska 266
1685;"""KARAT""";(+48 22) 849-84;;sta≥y;***;hotel;00-789 Warszawa, S≥oneczna 37
1686;KARMEL;12 430-66-97;hotel@karmel.com.pl;sta≥y;***;hotel;31-057 KrakÛw, ul. Kupa 15
1687;"""WILLA LUBICZ""";0 - 58 668 -;info@willalubicz.pl;sta≥y;***;hotel;81-522 Gdynia, Or≥owska 43
1688;NOVUM;(0 12)279-89-00;recepcja@hotelnovum.pl;sta≥y;***;hotel;32-005 Niepo≥omice, ul. Grunwaldzka 15 H
1689;PA£AC LACON CENTRUM HOTELOWO - KONFERENCYJNE;508-072-579;info@lacon.pl;sta≥y;***;hotel;28-500 Kazimierza Wielka, 1 Maja 16
1690;LA CUCINA ITALIANA;501 952 502;BIURO@LA-CUCINA.PL;sta≥y;***;hotel;26-015 Szczecno, SZCZECNO 162 C
1691;WINE GARDEN HOTEL;13 435 42 89;hotel@dworkombornia.pl;sta≥y;***;hotel;38-420 Kombornia, kombornia 1
1692;FERO - LUX;33 863-60-23 i;fero@tenit.com.pl;sta≥y;***;hotel;34-335 KorbielÛw, Szczybork 62
1693;"""SZYD£OWSKI""";0 - 58 345 -;hotel@szydlowski.pl;sta≥y;***;hotel;80-244 GdaÒsk, Grunwaldzka 114
1694;HOTEL HELENA;87-429-37-10;recepcja@hotelhelena.pl;sta≥y;***;hotel;11-500 Giøycko, Al. Wojska Polskiego 58
1695;HAMPTON BY HILTON åWINOUJåCIE;91 322 91 00;;sta≥y;***;hotel;72-600 åwinoujúcie, Wojska Polskiego 14
1696;HOTEL ZACISZE;774 029 030;biuro@zaciszeturawa.pl;sta≥y;***;hotel;46-045 Turawa, Biwakowa 2
1697;HOTEL IBIS KRAK”W STARE MIASTO;(12) 355-29-00;h7161@accor.com;sta≥y;***;hotel;31-154 KrakÛw, ul. Pawia 15
1698;EVA;12 429-93-75;reservation@hotel-eva.pl;sta≥y;***;hotel;30-206 KrakÛw, ul. KsiÍcia JÛzefa 24A
1699;JELONEK;(075) 764-72-15;;sta≥y;***;hotel;58-500 Jelenia GÛra, 1 Maja 5
1700;OSJANN;83 343 31 81;rezerwacje@osjann.pl;sta≥y;***;hotel;21-500 Bia≥a Podlaska, plac wolnoúci 15
1701;RYCH£O;757732072;recepcja@rychlo.pl;sta≥y;***;hotel;59-920 Bogatynia, Pocztowa 15
1702;FESTIVAL;077/4556011;recepcja@festival.com.pl;sta≥y;***;hotel;45-222 Opole, Oleska 86
1703;NIEMCZA SPA;748325360;info@hotelniemcza.pl;sta≥y;***;hotel;58-230 Niemcza, STRZELI—SKA 8
1704;CHOCHO£OWY DW”R;12 389-32-80;kontakt@chocholowydwor.pl;sta≥y;***;hotel;32-048 Jerzmanowice, .Jerzmanowice 54A
1705;JAåMINOWY DW”R;781210210;info@jasminowy-dwor.pl;sta≥y;***;hotel;37-562 Rokietnica, 683
1706;BARON KARCZMA GRODZKA;(075) 752-53-91;;sta≥y;***;hotel;58-500 Jelenia GÛra, Grodzka 4 i 5
1707;ZAMKOWY;074/ 665 41 44;;sta≥y;***;hotel;58-306 Wa≥brzych, PiastÛw ålπskich 1
1708;M£YN;81 536 70 20;recepcja@hotel-mlyn.lublin.pl;sta≥y;***;hotel;20-034 Lublin, rac≥awickie 23a
1709;FRYDERYK;(074) 866-04-88;fryderyk@fryderyk.com.pl;sta≥y;***;hotel;57-340 Duszniki-ZdrÛj, Wojska Polskiego 10
1710;Z£OTE D BY;227 416 565;biuro@zlotedeby.pl;sta≥y;***;hotel;03-256 Warszawa, brzeziny 7
1711;BARKA;33 876-55-55;recepcja@hotel-barka.pl;sta≥y;***;hotel;34-130 Kalwaria Zebrzydowska, ul. PartyzantÛw 6A
1712;MCM PLUS;957369766;recepcja@hotelmcmplus.pl;sta≥y;***;hotel;66-400 GorzÛw Wielkopolski, Grobla 8
1713;PICARO;757770400;recepcja@motelpicaro.pl;sta≥y;***;hotel;59-900 Øarska Wieú, ØARSKA WIEå 9A
1714;ZIMNIK;033/ 867-02-81;recepcja@zimnik.com.pl;sta≥y;***;hotel;34-324 Lipowa, -
1715;POD Z£OT• R”Ø•;4134-15-002;zlotaroza@hot.pl;sta≥y;***;hotel;25-334 Kielce, Pl. Moniuszki 7
1716;PODIUM;+48 33 855 50 78;recepcja@hotelpodium.pl;sta≥y;***;hotel;43-460 Wis≥a, Os. Bajcary 13
1717;HOTEL SREBRNY DZWON;55-231-34-34;biuro@srebrnydzwon.pl;sta≥y;***;hotel;82-340 Kadyny, 31
1718;PICARO;757228300;recepcja@motelpicaro.pl;sta≥y;***;hotel;59-900 Øarska Wieú, PO£UDNIE
1719;HOTEL TIM;243862701;recepcja@hoteltim.pl;sta≥y;***;hotel;09-472 Cekanowo, polna 2
1720;HOTEL PRZY BASZCIE;767208860;recepcja@hotelprzybaszcie.pl;sta≥y;***;hotel;59-220 Legnica, MURARSKA 4
1721;ELJOT;41372 02 83,;recepcja@hotelsielpia.pl;sta≥y;***;hotel;26-200 Sielpia Ma≥a, Staszica 13
1722;LA MAR;41 33-02-200;poczta@hotellamar.pl;sta≥y;***;hotel;25-414 Kielce, Sikorskiego 2
1723;PICARO;757770400;RECEPCJA3@PICARO.PL;sta≥y;***;hotel;59-700 Kraúnik Dolny, MOP KRAåNIK DOLNY
1724;BARLINEK;0 665 144 700,;;sta≥y;***;hotel;74-320 Barlinek, Jeziorna 14
1725;ARSENA£;+48 32 734 62 7;hotel@hotel-arsenal.pl;sta≥y;***;hotel;44-109 Gliwice, Zawadzkiego 68
1726;IWANOWSCY;768584922;zajazd@zajazd-kawice.pl;sta≥y;***;hotel;59-230 Prochowice, KAWICE-PARKING
1727;"HOTEL ""AMAX""";87-421-90-00;recepcja@hotel-amax.pl;sta≥y;***;hotel;11-730 Miko≥ajki, Al. Spacerowa 7
1728;IBIS STYLES WROC£AW CENTRUM;717334800;;sta≥y;***;hotel;50-083 Wroc≥aw, PLAC KONSTYTUCJI 3 MAJA 3
1729;ZAU£EK;(071) 341-00-46;mako@adm.uni.wroc.pl;sta≥y;***;hotel;50-115 Wroc≥aw, Garbary 11
1730;D•BR”WKA;32 47-62-704;recepcja@hoteldabrowka.pl;sta≥y;***;hotel;44-330 JastrzÍbie-ZdrÛj, 1 - Maja 49
1731;VILLA HERKULES;91/ 321 35 28;kontakt@willaherkules.pl;sta≥y;***;hotel;72-600 åwinoujúcie, S≥owackiego 29
1732;KASKADA;713856336;;sta≥y;***;hotel;56-300 Wszewilki, WSZEWILKI 85
1733;HOTEL LAMBERTON;227 210 777;rezerwacja@hotellamberton.pl;sta≥y;***;hotel;05-850 Koprki, poznaÒska 492
1734;G”RSKI RAJ;18 331-80-11;hotel@gorskiraj.com;sta≥y;***;hotel;34-735 Niedüwiedü, PorÍba Wielka 765
1735;BESKID;33 86-37-647;beskid@hotelbeskid.com;sta≥y;***;hotel;34-360 MilÛwka, J. Kazimierza 122
1736;KUKUBARA BOWLING CENTER;697 000 100;kukubara@kukubara.com.pl;sta≥y;***;hotel;42-300 MyszkÛw, 1-go maja 126
1737;RYTWIANY;15 864-32-55, 8;hotel@hotelrytwiany.pl;sta≥y;***;hotel;28-236 Rytwiany, Radziwi≥≥a 19
1738;"""FORT HOTEL""";(+48 22) 676-80;poczta@fortpiontek.pl;sta≥y;***;hotel;03-152 Warszawa, ModliÒska 310/312
1739;MORAWICA;(0 12) 285-58-3;motel@motell.pl;sta≥y;***;hotel;32-084 Morawica, Morawica 285
1740;HOTEL&RESTAURANT WILLOWA;81 440 88 88;recepcja@hotelwillowa.pl;sta≥y;***;hotel;20-810 Lublin, S≥awinkowska 15a
1741;HOTEL OTOLI—SKI;535-702-702;dapolsc@interia.pl;sta≥y;***;hotel;09-407 P≥ock, otoliÒska 296
1742;GALA KOMPLEKS RESTAURACYJNO HANDLOWY;(0 12)372-40-30;recepcja@hotel-gala.pl;sta≥y;***;hotel;32-440 Su≥kowice, Rudnik, ul. Dolna 157
1743;HOTEL CHOPIN;52 52 11 200;recepcja@hotel-chopin.pl;sta≥y;***;hotel;85-092 Bydgoszcz, Fryderyka Chopina 10
1744;MERCURE JELENIA G”RA;(075) 76-46-481;mer.jgora@orbis.pl;sta≥y;***;hotel;58-500 Jelenia GÛra, Sudecka 63
1745;"""NOVOTEL GDA—SK MARINA""";0 - 58 558 -;nov.marina@orbis.pl;sta≥y;***;hotel;80-342 GdaÒsk, Jelitkowska 20
1746;Medical SPA Sanatorium UNITRAL;094/ 31 89 231;reklama@unitral.pl;sta≥y;***;hotel;76-032 Mielno, PiastÛw 6
1747;PODEWILS;94 34 70 516;krag@podewils.pl;sta≥y;***;hotel;76-010 Krπg, krπg 16
1748;"""RAD""";564 655 506;rad@hotel-grudziadz.pl;sta≥y;***;hotel;86-300 Grudziπdz, Che≥miÒska 144
1749;COLUMBUS;(12) 252-75-50;hotel@hotelcolumbus.pl;sta≥y;***;hotel;31-038 KrakÛw, ul. Starowiúlna 57
1750;"HOTEL HESTAURACJA ""TYROL""";523247062;;sta≥y;***;hotel;85-846 MyúlÍcinek, Kπkolowa 2
1751;HANSEATIC;94-354-44-67;recepcja@hotel-hanseatic.pl;sta≥y;***;hotel;78-100 Ko≥obrzeg, Morska 4
1752;HOTEL VICTOR PRUSZK”W BY DESILVA;224303901;victor@hotelvictor.pl;sta≥y;***;hotel;05-800 PruszkÛw, andrzeja 1a
1753;ERA;757136233;RECEPCJA@HOTELERA.PL;sta≥y;***;hotel;59-850 åwieradÛw-ZdrÛj, ZAKOPIA—SKA 20
1754;POLONIA;(071) 343-10-21;;sta≥y;***;hotel;50-020 Wroc≥aw, Pi≥sudskiego 66
1755;DAVID BOUTIQUE HOTEL;(0 12)619-24-70;biuro@hoteldavid.pl;sta≥y;***;hotel;31-053 KrakÛw, ul. Ciemna 13
1756;FLORYAN;(12) 431-14-18;floryan@floryan.com.pl;sta≥y;***;hotel;31-021 KrakÛw, ul. FloriaÒska 38
1757;INESS HOTEL;0-42 684-45-54;recepcja@inesshotel.pl;sta≥y;***;hotel;93-578 £Ûdü, WrÛblewskiego 19/23
1758;HOTEL PER£OWY;825 717 138;kontakt@hotelperlowy.pl;sta≥y;***;hotel;22-200 Okuninka, Okuninka IX-6
1759;PARK;(074) 853-70-98;hotel@park-hotel.com.pl;sta≥y;***;hotel;58-100 åwidnica, PionierÛw 20
1760;PUCHACZ”WKA;748130943;pensjonat@puchaczowka.pl;sta≥y;***;hotel;57-550 Sienna, SIENNA 5d
1761;EDEN;(0 12)430-65-65;eden@hoteleden.pl;sta≥y;***;hotel;31-053 KrakÛw, ul. Ciemna 15
1762;HOTEL MI£OM£YN;89-642-33-00;recepcja@milomlynzdroj.pl;sta≥y;***;hotel;14-140 Mi≥om≥yn, OstrÛdzka 2B
1763;Ossowski;(61) 815 81 00;recepcja@hotel-ossowski.com.pl;sta≥y;***;hotel;62-006 Kobylnica, DπbrÛwki 1
1764;CORUM;075/ 761 85 33;;sta≥y;***;hotel;58-540 Karpacz, Koúciuszki 12-14, 16
1765;CAMPANILE;(12) 424-26-00;krakow@campanile.com.pl;sta≥y;***;hotel;31-023 KrakÛw, ul. åw. Tomasza 34
1766;HOTEL ATENA;236 723 232;recepcja@hotelatena.pl;sta≥y;***;hotel;06-400 CiechanÛw, m.m.kolbe 76
1767;BENEFIS;(12) 266-39-05;benefis@hotelbenefis.pl;sta≥y;***;hotel;30-307 KrakÛw, ul. Barska 2
1768;GOSPODA SZLACHECKA;(14) 645-75-72;gospodaszlachecka@wp.pl;sta≥y;***;hotel;33-132 Niedomice, ul. Niedomicka 43
1769;MARTA;713134023;biuro@hotelmarta.com.pl;sta≥y;***;hotel;55-200 O≥awa, Gazowa 2
1770;RYDZEWSKI;87-621-60-53,;hotel@rydzewski.pl;sta≥y;***;hotel;19-300 E≥k, Armii Krajowej 32
1771;CIEPLICE;(075) 755-10-41;;sta≥y;***;hotel;58-560 Jelenia GÛra, Cervi 11
1772;JAWOR;768710624;recepcja@hoteljawor.com.pl;sta≥y;***;hotel;59-400 Jawor, STASZICA 10
1773;ALPEJSKI;748627450;recepcja@hotel-alpejski.pl;sta≥y;***;hotel;57-320 Polanica-ZdrÛj, ZDROJOWA 89
1774;QUALITY SILESIAN;32-606-88-00;kontakt@silesianhotel.pl;sta≥y;***;hotel;40-502 Katowice, Szybowcowa 1A
1775;KOMPLEKS BESKID;18 268-89-20;majchrowicz@narty.spytkowice.pl;sta≥y;***;hotel;34-745 Spytkowice, Spytkowice 135A
1776;HOTEL IBIS WARSZAWA STARE MIASTO;(+48) 22 3101000;H3714@accor.com;sta≥y;***;hotel;00-209 Warszawa, Muranowska 2
1777;FELIX;(+48-22) 210-70;felix@starthotel.pl;sta≥y;***;hotel;04-128 Warszawa, Omulewska 24
1778;CASPAR;75645500;recepcja@caspar.pl;sta≥y;***;hotel;58-560 Jelenia GÛra, PLAC PIASTOWSKI 28
1779;GARDEN;757326700;recepca@hotel-garden.pl;sta≥y;***;hotel;59-700 Boles≥awiec, PIAST”W 14
1780;GAWRA;+48 33 855 23 9;recepcja@hotelgawra.pl;sta≥y;***;hotel;43-460 Wis≥a, gÛrnoúlπska 44
1781;RUDY;748 141 265;recepcja@pensjonat-rudy.pl;sta≥y;***;hotel;57-550 Sienna, JANOWA G”RA 9
1782;STACJA NOWA GDYNIA;0-42 714-21-61;hotel@nowa-gdynia.pl;sta≥y;***;hotel;95-100 Zgierz, Sosnowa 1
1783;WILLA ODKRYWC”W;48757445577;willa@willaodkrywcow.pl;sta≥y;***;hotel;58-580 Szklarska PorÍba, Okrzei 25
1784;BIA£Y DW”R;600099360;hotelbialydwor@wp.pl;sta≥y;***;hotel;22-200 Okuninka, Okuninka IV/174
1785;D BOWY;(074) 833-10-31;;sta≥y;***;hotel;58-260 Bielawa, Korczaka 4
1786;SJESTA;032-226-78-72;recepcja@sjestamotel.com;sta≥y;***;hotel;43-190 Miko≥Ûw, Gliwicka 158 A
1787;ALHAR;+48 34 351 03 3;recepcja@hotel.alhar.pl;sta≥y;***;hotel;42-700 Lubliniec, Lisowicka 25
1788;GALICJA;(33) 843-61-15;galicja@hotelgalicja.com.pl;sta≥y;***;hotel;32-600 OúwiÍcim, ul. Dπbrowskiego 119
1789;FORUM;81 452 85 00;recepcja@hotelforum.pl;sta≥y;***;hotel;20-092 Lublin, obywatelska 8
1790;Kaukaska Hotel;068 347 12 84;kaukaska@nx.pl;sta≥y;***;hotel;64-200 Wolsztyn, Poniatowskiego 19
1791;FOCUS;(81) 527 00 44;biuro@hotelfocus.pl;sta≥y;***;hotel;20-718 Lublin, Al. Kraúnicka 80
1792;STARA POCZTA;032 - 324-27-00;hotel@stara-poczta.pl;sta≥y;***;hotel;43-100 Tychy, Koúciuszki 24
1793;PATRIA;33-855-38-09;hotel@hotelpatria.pl;sta≥y;***;hotel;43-460 Wis≥a, Kopyd≥o 20
1794;MARIA HELENA;746495700;maria helena@op.pl;sta≥y;***;hotel;58-310 Szczawno-ZdrÛj, KOLEJOWA 1
1795;BAåNIOWA;(0-29) 742-07-3;biuro@basniowa.pl;sta≥y;***;hotel;07-201 Rybienko Nowe, Wo≥owskiego 9
1796;SKI HOTEL;(0 18)446-41-17;skihotel@skihotel.pl;sta≥y;***;hotel;33-350 Piwniczna-ZdrÛj, Sucha Dolina 33
1797;PA£AC BRZEZINA;792373797;recepcja@palacbrzezina.pl;sta≥y;***;hotel;55-330 Brzezina, Parkowa 2
1798;ALBATROS&SPA;87 641-88-35;hotel@albatroshotel.pl;sta≥y;***;hotel;16-326 P≥aska, Serwy 18
1799;GACA SPA;818 810 010;recepcja@spa.gacasystem.pl;sta≥y;***;hotel;24-120 Kazimierz Dolny, Szkolna 29
1800;FOCUS CENTRUM KONFERENCYJNE;81 466 70 66;skowronkowa@hotelfocus.pl;sta≥y;***;hotel;20-832 Lublin, Skowronkowa 2
1801;PANORAMA;(0 18)443-71-10;kontakt@hotelpanoramanowysacz.pl;sta≥y;***;hotel;33-300 Nowy Sπcz, ul. Romanowskiego 4 a
1802;GRANICA PARK HOTEL;(12) 419-13-31;parkhotel@parkhotel.com.pl;sta≥y;***;hotel;32-085 Modlnica, Szyce 33
1803;HOTEL DUDEK;412010390;a.dudek@edud.pl;sta≥y;***;hotel;26-080 MniÛw, Leúna 2
1804;NOTABENE;814692500;info.notabene@o2.pl;sta≥y;***;hotel;21-040 åwidnik, wyszyÒskiego 40
1805;OLIMPIA;(071) 372-83-32;hotel@hotelolimpia.com.pl;sta≥y;***;hotel;51-612 Wroc≥aw, Paderewskego 35
1806;PIK;032-323-28-00;recepcja@hotelpik.pl;sta≥y;***;hotel;43-190 Miko≥Ûw, M≥yÒska 5
1807;GRENO;757693715;hotel@greno.pl;sta≥y;***;hotel;58-540 Karpacz, OLIMPIJSKA 2
1808;VILLA CZTERY PORY ROKU;68 384-95-16;hotel@villaczteryporyroku.pl;sta≥y;***;hotel;66-210 Zbπszynek, Chlastawa 33
1809;DW”R KONSTANCIN;225 747 272;hotel@hotelkonstancin.pl;sta≥y;***;hotel;00-557 Konstancin, od lasu 23
1810;WILLA PARK;068 478 18 33;recepcja@willapark.pl;sta≥y;***;hotel;68-100 ØagaÒ, Pi≥sudskiego 25
1811;JAKUSZYCE SPORT & SPA;757677693;recepcja@hoteljakuszye.pl;sta≥y;***;hotel;58-580 Szklarska PorÍba, Jakuszyce 5 a
1812;MORAWA;748 140 874;biuro@hotelmorawa.pl;sta≥y;***;hotel;57-550 Stara Morawa, Stara Morawa 11a
1813;ZAMEK BOBOLICE;+48 34 328 80 0;RECEPCJA@ZAMEKBOBOLICE.PL;sta≥y;***;hotel;42-320 Bobolice, BRAK
1814;FOCUS HOTEL;0-42 637-12-00,;focus@hotel.lodz.pl;sta≥y;***;hotel;90-554 £Ûdü, £πkowa 23/25
1815;SZRENICOWY DW”R;757173461;biuro@szrenicowydwor.pl;sta≥y;***;hotel;58-580 Szklarska PorÍba, WZG”RZE PADEREWSKIEGO 12
1816;MARKO;16 678 92 72;info@hotelmarko.com;sta≥y;***;hotel;37-700 Przemyúl, Lwowska 40
1817;MERCURE LUBLIN CENTRUM;(081) 533 20 61;H3404@accor.com;sta≥y;***;hotel;20-037 Lublin, Al. Rac≥awickie 12
1818;NOVOTEL;(071) 339-80-51;nov.wroclaw@orbis.pl;sta≥y;***;hotel;53-011 Wroc≥aw, Wyúcigowa 35
1819;Jaúmin;;;sta≥y;***;hotel;62-005 OwiÒska, Dworcowa 19
1820;G”RALSKI RAJ;(18) 264-67-63;hotel@goralski-raj.pl;sta≥y;***;hotel;34-400 Nowy Targ, os. SzuflÛw 12 B
1821;DWOREK SKAWI—SKI;(0 12) 276-03-45;recepcja@dworek-skawinski.pl;sta≥y;***;hotel;32-050 Skawina, ul. KubliÒskiego 4
1822;DE ESPERANTO MEDICAL&SPA;748669400;;sta≥y;***;hotel;57-340 Duszniki-ZdrÛj, ZDROJOWA 5
1823;BEST WESTERN HOTEL FERDYNAND;17 852-72-66;biuro@niza.pl;sta≥y;***;hotel;35-005 RzeszÛw, Grottgera 28
1824;FORTUNA BIS;(0 12) 430-10-2;infobis@hotel-fortunabis.pl;sta≥y;***;hotel;31-110 KrakÛw, ul. M. Pi≥sudskiego 25
1825;TAURUS;14 691-09-99;;sta≥y;***;hotel;33-156 TarnÛw, £adna 5
1826;MATEJKO;(12) 422-47-37;biuro@matejkohotel.pl;sta≥y;***;hotel;31-157 KrakÛw, Plac Matejki 8
1827;PODZAMCZE;(12) 271-05-85;biuro@podzamcze-dobczyce.pl;sta≥y;***;hotel;32-410 Dobczyce, ul. Wπska 1
1828;LAWENDOWY DWOREK;68)363-55-00;hotel@hotelpark.com.pl;sta≥y;***;hotel;68-200 Øary, ZielonogÛrska 24
1829;JAWORZYNA KRYNICKA;(18) 473-66-10;hotel@pkl.pl;sta≥y;***;hotel;33-380 Krynica-ZdrÛj, ul. Czarny Potok 75
1830;POLANICA RESORT & SPA;748680730;;sta≥y;***;hotel;57-320 Polanica-ZdrÛj, G”RSKA 2
1831;Hotel Holland;523 328 067;hotel@hotelholland.pl;sta≥y;***;hotel;86-170 Zdrojewo, brak
1832;KARCZMA DOLINA PSTR•GA;146270028;karczma@dolinapstraga.pl;sta≥y;***;hotel;39-220 Pilzno, Machowa7a
1833;PLANETA;(0 14)685-88-04;hotel@planetabrzesko.pl;sta≥y;***;hotel;32-800 Brzesko, ul. Pomianowska 2b
1834;VEGA;(071) 341-68-55;an@bacero.com.pl;sta≥y;***;hotel;53-234 Wroc≥aw, GrabiszyÒska 241
1835;QUBUS;42 275-51-00;lodz@qubushotel.com;sta≥y;***;hotel;90-443 £Ûdü, Mickiewicza 7
1836;Smolarnia`;;;sta≥y;***;hotel;64-980 Smolarnia, Smolarnia 27
1837;ISKRA BY KATOWICE AIRPORT;32-380-11-44;recepcja@hotel-iskra.pl;sta≥y;***;hotel;42-460 MierzÍcice, Osiedle 60
1838;ZIELONY;616 623 006;info@hotelzielony.pl;sta≥y;***;hotel;60-115 PoznaÒ, Prze≥Ícz 21
1839;CZARNY POTOK;(18) 202-02-04;pensjonat@czarnypotok.pl;sta≥y;***;hotel;34-500 Zakopane, ul. Tetmajera 20
1840;FERO EXPRESS;(12) 390-09-00;info@fero.krakow.pl;sta≥y;***;hotel;30-398 KrakÛw, ul. Boles≥awa åmia≥ego 60
1841;BACERO;(071) 34-16-856;an@bacero.com.pl;sta≥y;***;hotel;53-034 Wroc≥aw, O≥taszyÒska 107
1842;KAZIMIERZ II;(12) 426-80-70;hotel2@hk.com.pl;sta≥y;***;hotel;31-035 KrakÛw, ul. Starowiúlna 60
1843;PU£AWSKA RESIDENCE;222417500;kromaniuk@arche.pl;sta≥y;***;hotel;02-801 Warszawa, pu≥awska 361
1844;HETMA—SKI;0-46 814-00-61;hotel@hetmanski.pl;sta≥y;***;hotel;96-200 Podlas, p-ta Rawa Mazowiecka
1845;WITYNG;632 706 060;wityng@wityng.pl;sta≥y;***;hotel;62-561 Mikorzyn, mikorzyn 1a
1846;"""£A—CUT""";17 225 29 48;recepcja@hotel-lancut.pl;sta≥y;***;hotel;37-100 £aÒcut, armii krajowej 55a
1847;B.A.S. VILLA RESIDENCE;(0 12)416-11-11;hotel@hotelbas.pl;sta≥y;***;hotel;31-215 KrakÛw, ul. Øabiniec 16
1848;VICTORIA;(81) 532 70 11;info@hotel.victoria.lublin.pl;sta≥y;***;hotel;20-016 Lublin, ul. Narutowicza 58/60
1849;HOTEL ISKRA;48-362-84-33;iskra@hotelewam.pl;sta≥y;***;hotel;26-600 Radom, Planty 4
1850;POD PAROWOZEM;041 26-55-990;hotel@ostrowiec.com.pl;sta≥y;**;hotel;27-400 Ostrowiec åwiÍtokrzyski, Kolejowa 3
1851;WITNICA;95 728 45 31;info@hotelwitnica.com;sta≥y;**;hotel;66-460 Witnica, K..R.N. 5
1852;IRYS;41 306-16-89;biuro@hotelirys.pl;sta≥y;**;hotel;26-065 MicigÛzd, czÍstochowska 6
1853;BOCIANIE GNIAZDO;091/ 38-63-101,;;sta≥y;**;hotel;72-350 Pogorzelica, ul.L.Teligi 3
1854;La - musica;(+48-22) 757-21;;sta≥y;**;hotel;00-500 Øabieniec, Asfaltowa 27
1855;CORONA;32 216-98-20 do;konto.kt@corona.com.pl;sta≥y;**;hotel;43-100 Tychy, OúwiÍcimska 2 91
1856;HOTEL ROå;87- 423-32-53;poczta@hotelros.pl;sta≥y;**;hotel;12-200 Pisz, Aleja TurystÛw 3
1857;Astra;(61) 848 94 72;astra@astra.ta.pl;sta≥y;**;hotel;60-415 PoznaÒ, Lutycka 31
1858;MARZANNA;81 51 16 920;info@marzanna.pl;sta≥y;**;hotel;24-222 Niedrzwica Koúcielna, Krakowska 111
1859;KARKONOSZE;(075) 744-22-30;;sta≥y;**;hotel;58-400 Kamienna GÛra, Papieøa Jana Paw≥a II 33
1860;AZYL;95 722 72 76;hotel.azyl@wp.pl;sta≥y;**;hotel;66-400 GorzÛw Wielkopolski, Chopina 45
